"boot.hrs.os"	"boot.hrs.dss"	"boot.hrs.rfs"
0.178371391491311	-1.32929855395271	-1.96275214840547
-1.16760608030808	-2.38729170420883	-0.0353038837453392
0.920072295065687	-1.75861829747191	-2.65712523452259
-0.976287014731739	-0.991731209264578	-2.86503830539257
-0.434262914854703	-2.61135989961439	-1.75983917284506
0.0583226061040949	-2.09598041280483	-1.95011036218009
-1.65144276013219	-0.13901977310688	-2.31865269921037
-0.790743204871423	-1.19582567112997	-1.39471884444709
0.523989715529195	-1.94052191399993	-1.26873250592584
0.368591424120592	-2.42806026161198	-1.6724597822109
0.0157842921868647	-1.23104133951812	-1.95034670301368
-0.919575366301288	-1.23391772313219	-2.5740949252587
-1.37489248999539	-1.42944334849002	-2.06123111241166
-0.946884587547195	-1.03743934082002	-1.74333350218398
0.611528613646116	-2.70992166209855	-0.721658159139013
0.142826500264817	-1.81116004711056	-0.699087530208015
0.354117443513091	-0.893551036075578	-2.21205470427186
0.225988457391722	-1.02112803425704	-0.325852840290279
0.174562308859494	-1.23658307064426	-0.954538539425191
-0.0903618417380313	-1.82836269456991	-0.519197559641372
1.07210809131873	-2.6378975507222	-1.56061194193082
0.392158248980743	-1.88600909924046	-0.24879096071777
-0.130224205612712	-1.84011704452003	-3.00943058340861
0.55233818792649	-1.72911327155732	-0.310913524284567
-0.244802922908698	-1.35065083872635	-2.37008769708763
0.0586785733552879	-1.06702170290648	-2.81417308457498
-0.631068746865243	-1.41327095730412	-2.25116956347044
0.0308986061291443	-1.1509822272912	-0.685073112656783
-0.790135801492926	-1.56040443884145	-0.5051587864365
0.969479652200461	-0.726255275979677	-0.470633946207984
-0.300886208593123	-2.66635252914539	-0.711145724868587
-2.27641370225795	-1.72949151660944	-3.42015180101948
-0.92080027983847	-2.0303869295548	-1.88965623323889
-1.97170412468897	-3.57502815472629	-0.988517530617797
0.434500521910654	-2.05139691173953	-2.22946211989244
-0.572135759884243	-1.71016321930945	-1.32071234695345
-1.18798853776454	-1.82432534698857	-2.64617978272052
0.744668637574972	-2.39676868851178	-1.26741220794509
-0.117764036653181	-2.18104334232049	-2.21787466736738
-1.24377490272916	-1.13007174993567	-1.40698404295241
0.200514473124029	-1.70247612969896	-1.50834206663639
-0.669494469484847	-0.153799975224013	-1.40902644823879
-0.451479914631746	-1.62227071416943	-2.27737758247062
0.405083526748167	-0.659077796233741	-1.26567539561713
-1.89272987200658	-2.10227858007521	-0.508118136217003
0.107703294561161	-2.4605413367177	-1.67626165646214
-0.0497918772567733	-2.05946013180642	-0.233167694908319
1.20043151763074	-1.0521874085787	0.0540628727782699
-2.15379728180106	-0.94963067159891	-0.923434356206661
-1.12119180703277	-0.700683968015511	-2.05031236112791
-0.318659236482188	-2.21050826701113	-1.27800508578669
-1.33943864267417	-1.49956430048024	-0.60343947877267
0.403885814755419	-2.13251092382445	-1.3207701770302
-1.7022874769329	-1.27851223342071	-2.98306087348931
-0.452730602469416	-1.7618581569741	-1.08495628653329
-0.674530003586916	-1.44653729802374	-1.71606741303117
0.770982557207568	-1.84344009116578	-1.68464495517103
-1.22044853457699	-1.82553624715969	-1.04609670026158
-1.4441163872592	-1.56253818027201	-1.75144026497545
-0.223662537943107	-1.75055585020343	-1.39230915031549
-0.0313389670031216	-1.35937781201146	-1.1591059158785
1.11955215444411	-2.55368373126632	-2.01973253704616
0.0515687670373823	-0.794819302699716	-2.18311425028814
-1.61562383922509	-2.84441715825836	-0.706916492794861
0.137241258201509	-1.47587465447741	-1.59330133425615
-0.224862423523274	-2.07924087350476	-1.1586624037375
0.285609709181437	-1.73259554658472	-2.1033033607248
0.283687769634947	-2.15412157004661	-2.33081365664497
-0.162814413258261	-1.51178551232041	-0.80468138528321
-0.912281865972857	-1.67472067041189	-0.274393989059898
0.184484497110284	-1.00004824627598	-1.90227079598208
-0.252317395457214	-1.23708092404762	-3.31816548097771
0.290469936221956	-1.01954402021498	-2.04109778587715
-1.66499178734883	-1.05084986219287	-1.50321649085216
-0.185025323956426	-1.50230164879177	-1.39308892059145
-0.487563588419841	-1.73214676815051	-2.3028030934614
0.299007044965097	-1.3951714673863	-2.89338791501278
0.765151228311159	-1.78659593722027	-1.33480737105911
-2.47554188552408	-2.46558749595482	-0.633867497104484
0.731390300059736	-1.90002294600499	-2.21540286134297
-0.0699440855876241	-2.13030882420809	-0.974546277347278
-1.62579680963462	-1.02568129170511	0.281178031950266
-0.0543632905085737	-2.5169541690886	-0.998412170579067
-0.301321568813631	-1.19556213168006	-1.44204767926712
-2.06767075037317	-1.50801215820554	-0.49208046469981
-0.406742263142947	-1.30361428110171	-2.95934567768944
-1.44320235063053	-1.24384958526635	-2.01433226564228
0.331321837067645	-2.28363207447465	-1.69685717570832
0.0165318552302966	-0.440644415434864	-1.76681360594236
-0.00364842446859248	-1.57353120169078	-1.03512341192681
-1.05757634479142	-1.36990596701279	-0.522416953060108
1.20344556101231	-1.11272392363338	-2.3057976591717
-0.638875238803899	-1.84912213336114	-1.71479197706922
-1.78783143683568	-1.97428310681965	-2.46829766530865
1.50883294431696	-2.13111371333329	-1.89907596315984
-0.0508154870049551	-2.41299317517865	-1.22799364932178
-1.32599029371662	-2.66607068087614	-1.03529570027733
0.102690228173559	-1.86800710841757	-1.85176304600747
-0.0388748285110124	-1.0939803313456	-1.05171157465672
0.0595382417575191	-0.412044727801082	-1.99165015678065
1.09548796872127	-2.54451125578247	-0.533933690283084
0.519235470264227	-0.506421112173914	-0.102383425340377
0.021814032973636	-2.20148783284222	-0.752490345251202
-0.326336459406172	-1.96524375388741	-2.6825676941913
-0.19093757332543	-2.75216109395013	-1.31285073386784
-1.58266941031439	-1.65454022071212	-0.428851587462814
0.694264815450143	-1.4066830589261	-1.16526327769151
-0.350622732327659	-2.13498146964927	-0.743743870926336
-0.490918432643646	-2.41802777624071	-3.0713607380811
-0.130894004171801	-2.1481122799763	-0.365221151233121
-0.0855701596157705	-1.61372284721705	-1.89172929022096
-0.747042265362811	-1.05026290220307	-1.37585131507661
-0.631821721658996	-2.71892440202323	-2.79195307903255
-0.807955598550747	-2.12743788398211	-1.36235020665652
-0.976159198331982	-1.50796877796639	-0.999216969865878
-0.535805342578632	-1.59798498237175	-1.6237650754035
-0.467962345613315	-1.68367867612036	-1.1380562982336
-1.46996541615795	-0.184200954044434	-2.92364420251158
-1.20743903558046	-1.56431513856713	-1.14314532408966
-0.331019175223476	-1.48545247014677	-1.00054822083639
0.200097485338008	-2.18655079924042	0.0945427994472493
0.29414486692884	-2.36406184706219	-0.477755168243147
0.375870970078173	-2.66613660077132	-2.66273296380663
0.245301333854271	-1.61245452361634	-0.464294545176249
0.780197391471964	-1.38383520935701	-1.10808475035882
-0.667521321630612	-2.1501442153834	-1.43232924835625
-1.58214891131726	-1.12725548491729	-0.947188598286478
1.15271064886688	-1.02316840327068	-2.69005779967232
-0.721968524228338	-1.0535014378121	0.535051342164704
-0.634622895909059	-1.53824249327933	-1.55799306164871
-0.852131024954978	-1.79317513750604	-1.40088623126708
-0.763021478684412	-1.41770908255144	-1.40139117290627
-0.435483270745139	-2.40665631465403	-1.5627896294414
0.137407626590637	-1.42813974293993	-1.25570138801693
-2.15161103205998	-1.04649416161603	-1.87342038459091
-0.296866374115543	-1.76386476107722	-1.46103217429502
