"POLE.mut.consolidated.numeric"	"age.at.surgery"	"stage_b1v234"	"Histological.Subtype_non_endo"	"LVSI"	"any.positive.nodes_tested"	"any.init.treatment"
-1.12896807191305	0.00461595424142122	1.21281541514055	0.212092297383078	1.14256357466532	-0.269267276373057	-0.786100966206994
-1.44702131487615	0.00507212135334567	1.47379840211177	0.330069049309525	0.809416441506425	-0.270784653951974	-0.130631350055368
0.0514418064726347	0.0172667600174001	0.836825451192407	0.384358144735834	1.26109699419731	0.354725274673362	-0.0744568346265237
-1.20681033358888	-0.00270775960784704	1.9254011106292	0.265042524877942	0.534996399765988	-0.286101794241087	-0.953688871404067
-2.54836096185927	-0.00189718459522127	1.44200191308562	0.296238669019267	1.11794022454418	-0.145529328128837	-0.727234261562306
-0.753636147310227	0.00563980285234556	1.0934731020971	0.315526637720849	0.752178871973268	-0.022349629947154	-0.408774315658379
-1.45653665514656	-0.00349711028344971	1.0798600008916	0.612396489015673	0.750569610969724	-0.113402826637242	-0.627706351526545
-1.27259836252334	0.0110637604509128	0.769579588780012	-0.0248252136099723	1.09027577966648	-0.148733236825152	0.542988706414081
-0.274814642168221	0.0150383277795075	1.1294566105275	0.0718049213495569	1.09521939021095	-0.0603421996964036	-0.135503711889693
-1.29749657778866	-0.00308555490275022	1.32332170093325	-0.12507677292516	0.787514736009034	0.050322136968178	-0.116859806540108
-2.6625227925773	0.00368613528238828	1.12239038421859	0.118856559794957	0.638730460405022	-0.445881465671336	-0.646138276202825
-1.27260376826541	-0.00186943715637437	0.962533310676928	-0.0640368518261076	1.02388680729118	0.0123847353028516	-0.499372024351707
-1.75214664518376	0.0264609558633221	1.30031645180416	0.168282601375334	-0.00492785772713291	-0.268125582168367	-0.445881353645328
-1.28891574397444	0.000572675707273676	0.952953215105385	0.320610126786281	0.833662917236863	0.129782592919637	0.72214923714239
-3.09228622470589	-0.0120907657374001	1.3242679055624	0.449670091921045	0.759125125111633	-0.401869206125719	-0.935436493006932
-0.848722853360659	-0.00051495597811764	0.994197291274335	0.129650311074683	0.118004443208639	0.109937125306442	0.466097487779482
-2.74944596203988	0.00789962052519435	1.18239555858574	0.469934000267514	0.625434836208221	-0.277906454841681	-0.961041533373369
-1.11196349040067	0.0120756759613313	1.75247326968342	0.177712731600273	0.39835560447909	-0.104435067553576	-0.234208446187521
-0.812707491789701	-0.0182447376184832	1.77554056835616	0.363342979098385	-0.209862801909883	-0.18874758610832	0.351339215944139
-1.49661651584758	0.00260741206031755	2.00593584551503	-0.395869933149589	0.351421553508812	0.0315815424000497	-0.692302134927154
-2.64222608327824	-0.00661733040312354	1.2386344640222	-0.356961812177745	0.229761028517256	-0.0386529267576606	-0.41235576626348
-1.59323015734806	0.011249998504141	1.26247460398807	0.174890459902347	0.414725439603989	-0.267581096765953	-0.405036008864855
-1.26418859408912	0.0111549050060878	1.16382844886452	0.270507760275776	0.222228251954071	-0.233789749159643	0.614554308807041
-0.262828063078968	0.00174718268469166	1.33303117442867	0.16897968364562	1.03488657543064	-0.263940371088498	0.356685972523526
-0.424900334958396	0.000764635973036487	0.940636011445993	0.33379971444922	0.385273212152836	-0.0666408320456534	0.643991660002319
-1.25386813638213	-0.00507475568555511	1.07998901005897	0.240518331965386	0.775955442402121	-0.0297213696787147	-0.0818402810409632
-2.07428665167619	-0.00693960634193065	1.83503823067142	0.403596122915657	0.276383456366964	-0.179156768125761	-0.874035807944073
-1.51658256498868	0.00263371500774266	0.894428947107696	-0.0395117668311174	0.840995934130659	-0.112021147814844	-0.0922834580096619
-2.01230571331044	0.0195157788695596	1.76404341611944	-0.268053232005874	0.418157398872731	-0.199259945396917	-0.631189732202877
-0.524075084234668	0.00654806065219275	1.5116604013442	0.148828170445172	0.219467142280424	0.0140881280045146	-0.500542838538709
